the_geom,BoroCode,BoroName,specific_borough,Amount_of_Racks
POINT (-73.9956330899121 40.74738173899532),1,Manhattan,,
POINT (-73.91201440458808 40.767535822565726),4,Queens,,
POINT (-73.9120180146882 40.76753582532258),4,Queens,,
POINT (-73.97163094606438 40.79487604015372),1,Manhattan,,
POINT (-73.97158758245214 40.79493366867267),1,Manhattan,,
POINT (-73.91202162841412 40.767533083345526),4,Queens,,
POINT (-73.97150086792746 40.79501873370195),1,Manhattan,,
POINT (-73.97154421759157 40.79499404189825),1,Manhattan,,
POINT (-73.86741060574529 40.86407717688525),2,Bronx,,
POINT (-73.91202163203994 40.76753033861179),4,Queens,,
POINT (-73.89781276231245 40.85894806981817),2,Bronx,,
POINT (-73.99288987534439 40.68313498781322),3,Brooklyn,,
POINT (-73.94157867071758 40.72515920359087),3,Brooklyn,,
POINT (-73.98753610331352 40.73857324282132),1,Manhattan,,
POINT (-74.00263023938467 40.728802562780494),1,Manhattan,,
POINT (-73.92494089408746 40.81034632983418),2,Bronx,,
POINT (-73.93101090045016 40.66986275096075),3,Brooklyn,,
POINT (-74.00349738539099 40.683354735662704),3,Brooklyn,,
POINT (-73.98753610331352 40.73857324282132),1,Manhattan,,
POINT (-73.98753610331352 40.73857324282132),1,Manhattan,,
POINT (-73.98753610331352 40.73857324282132),1,Manhattan,,
POINT (-74.00263023938467 40.728802562780494),1,Manhattan,,
POINT (-74.00263023938467 40.728802562780494),1,Manhattan,,
POINT (-74.00263023938467 40.728802562780494),1,Manhattan,,
POINT (-74.00263023938467 40.728802562780494),1,Manhattan,,
POINT (-74.00263023938467 40.728802562780494),1,Manhattan,,
POINT (-73.85575096764275 40.810796531421346),2,Bronx,,
POINT (-73.99481761979693 40.74521609795254),1,Manhattan,,
POINT (-73.93390407540517 40.70411371013108),3,Brooklyn,,
POINT (-73.93390407540517 40.70411371013108),3,Brooklyn,,
POINT (-73.93390407540517 40.70411371013108),3,Brooklyn,,
POINT (-73.97886331981324 40.77730581273685),1,Manhattan,,
POINT (-73.99984482717282 40.741134770733595),1,Manhattan,,
POINT (-73.91905702687224 40.8661368290618),1,Manhattan,,
POINT (-73.97453524308317 40.68006647841537),3,Brooklyn,,
POINT (-73.97458859000254 40.59683633520112),3,Brooklyn,,
POINT (-73.71077903194278 40.736813658371354),4,Queens,,
POINT (-73.93740544041663 40.82395111485485),1,Manhattan,,
POINT (-73.97145748881096 40.79511204447582),1,Manhattan,,
POINT (-73.87725059208893 40.67462680354273),3,Brooklyn,,
POINT (-73.87725059208893 40.67462680354273),3,Brooklyn,,
POINT (-73.95432868297598 40.64093339452269),3,Brooklyn,,
POINT (-73.94586598174925 40.62149387068907),3,Brooklyn,,
POINT (-73.91202886311605 40.767522109923576),4,Queens,,
POINT (-73.91202886311605 40.767522109923576),4,Queens,,
POINT (-73.92265531349635 40.80940886845863),2,Bronx,,
POINT (-74.00664806335799 40.7137638686597),1,Manhattan,,
POINT (-73.98197233097834 40.723034447018705),1,Manhattan,,
POINT (-73.92544486072605 40.67003494483025),3,Brooklyn,,
POINT (-73.93976218960529 40.707138910541715),3,Brooklyn,,
POINT (-73.93976218960529 40.707138910541715),3,Brooklyn,,
POINT (-73.97362618937024 40.59016351127601),3,Brooklyn,,
POINT (-73.92031143072225 40.86325576949),1,Manhattan,,
POINT (-73.97396951753595 40.67925115394089),3,Brooklyn,,
POINT (-73.98442954365521 40.6905669932335),3,Brooklyn,,
POINT (-73.97115033534364 40.79549622931606),1,Manhattan,,
POINT (-73.93717027132948 40.8242830970418),1,Manhattan,,
POINT (-73.97119729825289 40.795468793825314),1,Manhattan,,
POINT (-73.97119729825289 40.795468793825314),1,Manhattan,,
POINT (-73.70990134877503 40.7370035841339),4,Queens,,
POINT (-73.91205413381164 40.767522129215955),4,Queens,,
POINT (-73.97106720252019 40.795647169172994),1,Manhattan,,
POINT (-73.93784920210508 40.708600852669896),3,Brooklyn,,
POINT (-73.98362693520146 40.72844186644964),1,Manhattan,,
POINT (-74.00128104423791 40.739235394969356),1,Manhattan,,
POINT (-73.99479235454605 40.74525452322979),1,Manhattan,,
POINT (-73.94204798479133 40.67088166353651),3,Brooklyn,,
POINT (-73.99378748568087 40.72364502758969),1,Manhattan,,
POINT (-74.00128104423791 40.739235394969356),1,Manhattan,,
POINT (-74.00128104423791 40.739235394969356),1,Manhattan,,
POINT (-73.93784920210508 40.708600852669896),3,Brooklyn,,
POINT (-73.91141455724485 40.66482638556735),3,Brooklyn,,
POINT (-73.91141455724485 40.66482638556735),3,Brooklyn,,
POINT (-73.98184124448204 40.67450695122439),3,Brooklyn,,
POINT (-73.87567855800751 40.87974212891418),2,Bronx,,
POINT (-73.99738960165837 40.68282776310141),3,Brooklyn,,
POINT (-73.99738960165837 40.68282776310141),3,Brooklyn,,
POINT (-73.97100578216188 40.79569930348544),1,Manhattan,,
POINT (-73.70904895443833 40.73718533372246),4,Queens,,
POINT (-73.94508791176568 40.81851774275904),1,Manhattan,,
POINT (-73.89856232027243 40.675627452169884),3,Brooklyn,,
POINT (-73.89856232027243 40.675627452169884),3,Brooklyn,,
POINT (-73.70895151463428 40.73718783226605),4,Queens,,
POINT (-73.97096963116114 40.795778891366325),1,Manhattan,,
POINT (-73.97096963116114 40.795778891366325),1,Manhattan,,
POINT (-73.9120577511596 40.76751664250403),4,Queens,,
POINT (-73.95420681167903 40.640000118816936),3,Brooklyn,,
POINT (-73.91206136488286 40.76751390052572),4,Queens,,
POINT (-73.91206136488286 40.76751390052572),4,Queens,,
POINT (-73.90865782241225 40.85379986984233),2,Bronx,,
POINT (-73.9032106752005 40.858530041252656),2,Bronx,,
POINT (-73.99566309715041 40.72994432990735),1,Manhattan,,
POINT (-73.99348785708469 40.725563596232796),1,Manhattan,,
POINT (-73.99467035740622 40.73643837625517),1,Manhattan,,
POINT (-73.9929817846749 40.73482437133826),1,Manhattan,,
POINT (-73.9939417180196 40.73355634941581),1,Manhattan,,
POINT (-73.98804034259878 40.72379828018476),1,Manhattan,,
POINT (-73.9679731471518 40.7107513460824),3,Brooklyn,,
POINT (-73.99119992820614 40.7298123273162),1,Manhattan,,
POINT (-74.00281070002073 40.730207873262486),1,Manhattan,,
POINT (-74.00880157529342 40.74119481892046),1,Manhattan,,
POINT (-73.99467035740622 40.73643837625517),1,Manhattan,,
POINT (-73.9679731471518 40.7107513460824),3,Brooklyn,,
POINT (-73.99119992820614 40.7298123273162),1,Manhattan,,
POINT (-73.99119992820614 40.7298123273162),1,Manhattan,,
POINT (-73.99119992820614 40.7298123273162),1,Manhattan,,
POINT (-73.99119992820614 40.7298123273162),1,Manhattan,,
POINT (-73.99348785708469 40.725563596232796),1,Manhattan,,
POINT (-74.00880157529342 40.74119481892046),1,Manhattan,,
POINT (-73.99062814182408 40.74198526242697),1,Manhattan,,
POINT (-73.95706862019125 40.78427412723638),1,Manhattan,,
POINT (-73.95745144950722 40.64855960468584),3,Brooklyn,,
POINT (-73.95745144950722 40.64855960468584),3,Brooklyn,,
POINT (-73.94167510703538 40.71390573691119),3,Brooklyn,,
POINT (-73.96829310767754 40.67507492822626),3,Brooklyn,,
POINT (-73.99062814182408 40.74198526242697),1,Manhattan,,
POINT (-73.99062814182408 40.74198526242697),1,Manhattan,,
POINT (-73.98381278607167 40.67629683868121),3,Brooklyn,,
POINT (-73.99456268134698 40.68515523063173),3,Brooklyn,,
POINT (-73.9787332687057 40.77751987873961),1,Manhattan,,
POINT (-73.966385274517 40.690834869767464),3,Brooklyn,,
POINT (-73.98402521707212 40.73764233834684),1,Manhattan,,
POINT (-73.99462808737849 40.723650559382),1,Manhattan,,
POINT (-73.99455750800429 40.74853997653883),1,Manhattan,,
POINT (-74.10259628556254 40.57808202840904),5,Staten Island,,
POINT (-74.00523338343557 40.751309436535514),1,Manhattan,,
POINT (-74.00523338343557 40.751309436535514),1,Manhattan,,
POINT (-73.98105337923411 40.60526411041127),3,Brooklyn,,
POINT (-73.94208782425018 40.67066759053021),3,Brooklyn,,
POINT (-73.93105439938674 40.66962947142108),3,Brooklyn,,
POINT (-73.9937189283121 40.723757558713025),1,Manhattan,,
POINT (-73.9787332687057 40.77751987873961),1,Manhattan,,
POINT (-73.93105439938674 40.66962947142108),3,Brooklyn,,
POINT (-73.97429626338267 40.74820512233025),1,Manhattan,,
POINT (-73.97429626338267 40.74820512233025),1,Manhattan,,
POINT (-73.97285542699238 40.68821532217822),3,Brooklyn,,
POINT (-73.91268724049388 40.70041334879276),3,Brooklyn,,
POINT (-73.9586357997636 40.708714500576185),3,Brooklyn,,
POINT (-73.93809090326116 40.708559811537114),3,Brooklyn,,
POINT (-73.93809090326116 40.708559811537114),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.9787332687057 40.77751987873961),1,Manhattan,,
POINT (-73.9787332687057 40.77751987873961),1,Manhattan,,
POINT (-73.99455750800429 40.74853997653883),1,Manhattan,,
POINT (-73.966385274517 40.690834869767464),3,Brooklyn,,
POINT (-73.966385274517 40.690834869767464),3,Brooklyn,,
POINT (-73.97393708786869 40.67920448554214),3,Brooklyn,,
POINT (-73.9383001224245 40.825444722587704),1,Manhattan,,
POINT (-73.97393708786869 40.67920448554214),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.93389615170436 40.704830088850656),3,Brooklyn,,
POINT (-73.70818570725547 40.73737253813305),4,Queens,,
POINT (-73.98508879832707 40.596648786660914),3,Brooklyn,,
POINT (-73.98858228279012 40.59290253589868),3,Brooklyn,,
POINT (-73.70805929132817 40.7373996653559),4,Queens,,
POINT (-73.92544841143355 40.811985259103885),2,Bronx,,
POINT (-73.92544841143355 40.811985259103885),2,Bronx,,
POINT (-73.9420320870789 40.74724097556971),4,Queens,,
POINT (-73.91579015320204 40.776439836394715),4,Queens,,
POINT (-73.9541602698642 40.63956367920864),3,Brooklyn,,
POINT (-73.89778024363382 40.85893706222714),2,Bronx,,
POINT (-73.83769359128677 40.58064545919212),4,Queens,,
POINT (-73.99635135514646 40.746083497623644),1,Manhattan,,
POINT (-73.94830199224111 40.72262900742533),3,Brooklyn,,
POINT (-73.99042225912602 40.718174492686),1,Manhattan,,
POINT (-73.99454667966333 40.748553699740505),1,Manhattan,,
POINT (-73.99842651515777 40.74539461215757),1,Manhattan,,
POINT (-73.98695745333916 40.745130389007244),1,Manhattan,,
POINT (-73.95854186444154 40.71476392281258),3,Brooklyn,,
POINT (-73.95854186444154 40.71476392281258),3,Brooklyn,,
POINT (-73.94483101360343 40.67080617816381),3,Brooklyn,,
POINT (-73.93653304638528 40.67032979722234),3,Brooklyn,,
POINT (-73.94830199224111 40.72262900742533),3,Brooklyn,,
POINT (-73.94830199224111 40.72262900742533),3,Brooklyn,,
POINT (-73.99635135514646 40.746083497623644),1,Manhattan,,
POINT (-73.99454667966333 40.748553699740505),1,Manhattan,,
POINT (-73.93401517840583 40.70482466762493),3,Brooklyn,,
POINT (-73.93401517840583 40.70482466762493),3,Brooklyn,,
POINT (-73.97328772031021 40.59021558508885),3,Brooklyn,,
POINT (-73.97867187370716 40.77756378309021),1,Manhattan,,
POINT (-73.93401517840583 40.70482466762493),3,Brooklyn,,
POINT (-73.97448055962894 40.59684729043337),3,Brooklyn,,
POINT (-73.95634596166137 40.801491549052685),1,Manhattan,,
POINT (-73.95634596166137 40.801491549052685),1,Manhattan,,
POINT (-73.94464305424604 40.81908843138651),1,Manhattan,,
POINT (-73.70728272482566 40.737567870276465),4,Queens,,
POINT (-73.97059017566397 40.79630578295175),1,Manhattan,,
POINT (-73.97059017566397 40.79630578295175),1,Manhattan,,
POINT (-73.94466472478632 40.819096675928876),1,Manhattan,,
POINT (-73.89788380116418 40.866833655575405),2,Bronx,,
POINT (-73.99126875500069 40.59003720091952),3,Brooklyn,,
POINT (-73.89788380116418 40.866833655575405),2,Bronx,,
POINT (-73.94073657104873 40.588883158112225),3,Brooklyn,,
POINT (-73.94073657104873 40.588883158112225),3,Brooklyn,,
POINT (-73.91573965018998 40.77640411795047),4,Queens,,
POINT (-73.94136005831582 40.74399634106175),4,Queens,,
POINT (-73.97048537175583 40.796453972115806),1,Manhattan,,
POINT (-73.9704311784196 40.79649512907359),1,Manhattan,,
POINT (-73.94335025765956 40.58916719035106),3,Brooklyn,,
POINT (-73.91825156964813 40.7743199256903),4,Queens,,
POINT (-73.99312426751551 40.68281935298454),3,Brooklyn,,
POINT (-73.94830558713572 40.72264547755818),3,Brooklyn,,
POINT (-73.9946348065527 40.685001527120924),3,Brooklyn,,
POINT (-73.99461004542545 40.72369172982294),1,Manhattan,,
POINT (-73.9843942100271 40.77990595982035),1,Manhattan,,
POINT (-73.98163928445655 40.67478414089719),3,Brooklyn,,
POINT (-73.94830558713572 40.72264547755818),3,Brooklyn,,
POINT (-73.94830558713572 40.72264547755818),3,Brooklyn,,
POINT (-73.91246019536081 40.70028966203975),3,Brooklyn,,
POINT (-73.94382727469609 40.71120870571415),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.94059661490253 40.72597938382506),3,Brooklyn,,
POINT (-73.94059661490253 40.72597938382506),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.93802236437202 40.708568008930875),3,Brooklyn,,
POINT (-73.94442241414231 40.81939024463076),1,Manhattan,,
POINT (-73.9205681729891 40.772402973340924),4,Queens,,
POINT (-73.97027576621709 40.796742114178585),1,Manhattan,,
POINT (-73.97027576621709 40.796742114178585),1,Manhattan,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-74.11212284974265 40.56813692627521),5,Staten Island,,
POINT (-73.9701348390605 40.79690127258505),1,Manhattan,,
POINT (-73.94069356561835 40.58865806179366),3,Brooklyn,,
POINT (-73.94069356561835 40.58865806179366),3,Brooklyn,,
POINT (-73.98192058123612 40.67441364155173),3,Brooklyn,,
POINT (-73.9575096610817 40.709935509444065),3,Brooklyn,,
POINT (-73.89776579182879 40.85893156002983),2,Bronx,,
POINT (-73.99298002782005 40.68300049978073),3,Brooklyn,,
POINT (-73.995555271417 40.72368628068712),1,Manhattan,,
POINT (-73.9808661110063 40.60526133459707),3,Brooklyn,,
POINT (-73.95601230225142 40.705164547731925),3,Brooklyn,,
POINT (-73.94483827327646 40.67074579577538),3,Brooklyn,,
POINT (-73.93653670345823 40.670274903806806),3,Brooklyn,,
POINT (-73.93381936438831 40.66955424161095),3,Brooklyn,,
POINT (-73.9575096610817 40.709935509444065),3,Brooklyn,,
POINT (-73.85579416829187 40.81086520347513),2,Bronx,,
POINT (-73.97442654337766 40.596855512804),3,Brooklyn,,
POINT (-73.97990701312534 40.668888072683124),3,Brooklyn,,
POINT (-73.97990701312534 40.668888072683124),3,Brooklyn,,
POINT (-73.97990701312534 40.668888072683124),3,Brooklyn,,
POINT (-73.97990701312534 40.668888072683124),3,Brooklyn,,
POINT (-73.92855072534829 40.866609696685714),1,Manhattan,,
POINT (-73.87558462435906 40.87969536801414),2,Bronx,,
POINT (-73.87558462435906 40.87969536801414),2,Bronx,,
POINT (-73.97322650824435 40.59022380522642),3,Brooklyn,,
POINT (-73.98576986501517 40.5942910912136),3,Brooklyn,,
POINT (-73.98576986501517 40.5942910912136),3,Brooklyn,,
POINT (-73.98576986501517 40.5942910912136),3,Brooklyn,,
POINT (-73.70536487029008 40.73796097010223),4,Queens,,
POINT (-73.84688732361401 40.84319199845723),2,Bronx,,
POINT (-73.84688732361401 40.84319199845723),2,Bronx,,
POINT (-73.84688732361401 40.84319199845723),2,Bronx,,
POINT (-73.98405909474539 40.596039302611636),3,Brooklyn,,
POINT (-73.98405909474539 40.596039302611636),3,Brooklyn,,
POINT (-73.95856436447254 40.71338606064668),3,Brooklyn,,
POINT (-73.9462427245768 40.80671872680428),1,Manhattan,,
POINT (-73.99368645067737 40.72384264425576),1,Manhattan,,
POINT (-73.94209875319794 40.67053584700257),3,Brooklyn,,
POINT (-73.9337900001455 40.67008396658633),3,Brooklyn,,
POINT (-73.95856436447254 40.71338606064668),3,Brooklyn,,
POINT (-73.98961559677147 40.75547012349102),1,Manhattan,,
POINT (-73.85565683458401 40.81089247882012),2,Bronx,,
POINT (-73.92357668157597 40.70226008808775),3,Brooklyn,,
POINT (-73.92357668157597 40.70226008808775),3,Brooklyn,,
POINT (-73.91240253529973 40.70025668102549),3,Brooklyn,,
POINT (-73.98698632551374 40.745124902784895),1,Manhattan,,
POINT (-73.97386862227982 40.67911389266552),3,Brooklyn,,
POINT (-73.91221411712205 40.703665538487314),3,Brooklyn,,
POINT (-73.93296304885534 40.77553161941816),4,Queens,,
POINT (-73.9698565509964 40.797312908576586),1,Manhattan,,
POINT (-73.9698565509964 40.797312908576586),1,Manhattan,,
POINT (-73.7082358798422 40.74898851330779),4,Queens,,
POINT (-73.96981318550493 40.79736779258393),1,Manhattan,,
POINT (-73.94376768692798 40.82032313148382),1,Manhattan,,
POINT (-73.89664057702122 40.67576023650515),3,Brooklyn,,
POINT (-73.96973367775921 40.79747756064414),1,Manhattan,,
POINT (-73.96967586889664 40.79752420573647),1,Manhattan,,
POINT (-73.94365555487695 40.8204767806715),1,Manhattan,,
POINT (-73.960933434473 40.71482788860784),3,Brooklyn,,
POINT (-73.83770794457305 40.580664693079754),4,Queens,,
POINT (-73.9993395989068 40.74245499417968),1,Manhattan,,
POINT (-73.98342490926241 40.72835674937823),1,Manhattan,,
POINT (-73.99064951747667 40.718243130225204),1,Manhattan,,
POINT (-73.9946384163794 40.68494937673444),3,Brooklyn,,
POINT (-73.9993395989068 40.74245499417968),1,Manhattan,,
POINT (-73.960933434473 40.71482788860784),3,Brooklyn,,
POINT (-73.97441633021573 40.67989902119908),3,Brooklyn,,
POINT (-73.91605262599086 40.69998217925573),3,Brooklyn,,
POINT (-73.70359130870608 40.738359899923),4,Queens,,
POINT (-74.16905343302814 40.58230457169514),5,Staten Island,,
POINT (-73.9695312967636 40.797749234869435),1,Manhattan,,
POINT (-73.96939757538989 40.79793584147993),1,Manhattan,,
POINT (-73.95900365066092 40.70880520918567),3,Brooklyn,,
POINT (-73.96636009519086 40.69071134801857),3,Brooklyn,,
POINT (-73.99468168723271 40.684908207251624),3,Brooklyn,,
POINT (-73.92256847926821 40.809526833960774),2,Bronx,,
POINT (-73.98506965019507 40.714490454534065),1,Manhattan,,
POINT (-73.97222728025797 40.68998005964082),3,Brooklyn,,
POINT (-73.99366840809061 40.72388381454806),1,Manhattan,,
POINT (-73.98506965019507 40.714490454534065),1,Manhattan,,
POINT (-73.97222728025797 40.68998005964082),3,Brooklyn,,
POINT (-73.96636009519086 40.69071134801857),3,Brooklyn,,
POINT (-73.85566400591061 40.810917190281764),2,Bronx,,
POINT (-73.95900365066092 40.70880520918567),3,Brooklyn,,
POINT (-73.9817186225753 40.67468808659748),3,Brooklyn,,
POINT (-73.98351149601346 40.72837597506354),1,Manhattan,,
POINT (-74.11323670655256 40.56699399311618),5,Staten Island,,
POINT (-74.11323670655256 40.56699399311618),5,Staten Island,,
POINT (-74.11323670655256 40.56699399311618),5,Staten Island,,
POINT (-73.96932529485201 40.79803463227759),1,Manhattan,,
POINT (-73.89411351428748 40.86640482912187),2,Bronx,,
POINT (-73.89411351428748 40.86640482912187),2,Bronx,,
POINT (-73.89411351428748 40.86640482912187),2,Bronx,,
POINT (-73.99313869550868 40.68276171374331),3,Brooklyn,,
POINT (-73.99313869550868 40.68276171374331),3,Brooklyn,,
POINT (-73.99313869550868 40.68276171374331),3,Brooklyn,,
POINT (-73.99466005390084 40.68490271671764),3,Brooklyn,,
POINT (-73.97998274196813 40.668792018883046),3,Brooklyn,,
POINT (-73.98673003108428 40.74544326385305),1,Manhattan,,
POINT (-73.9365476198055 40.67016786373285),3,Brooklyn,,
POINT (-73.93383029042448 40.66944171224486),3,Brooklyn,,
POINT (-73.94325340756035 40.69466572111495),3,Brooklyn,,
POINT (-73.94325340756035 40.69466572111495),3,Brooklyn,,
POINT (-73.87331633901488 40.67520992101449),3,Brooklyn,,
POINT (-73.87331633901488 40.67520992101449),3,Brooklyn,,
POINT (-74.11332658563812 40.56693351881974),5,Staten Island,,
POINT (-74.11332658563812 40.56693351881974),5,Staten Island,,
POINT (-74.11332658563812 40.56693351881974),5,Staten Island,,
POINT (-73.83772217115352 40.58073607801745),4,Queens,,
POINT (-73.95807390402477 40.71320198439071),3,Brooklyn,,
POINT (-73.9633203263875 40.71684607356462),3,Brooklyn,,
POINT (-73.99322523819394 40.682671141566544),3,Brooklyn,,
POINT (-73.98497946761964 40.71449867706993),1,Manhattan,,
POINT (-73.98075807713306 40.60523661344617),3,Brooklyn,,
POINT (-73.99365036548156 40.72392498483727),1,Manhattan,,
POINT (-73.99365036548156 40.72392498483727),1,Manhattan,,
POINT (-73.9633203263875 40.71684607356462),3,Brooklyn,,
POINT (-73.83772217115352 40.58073607801745),4,Queens,,
POINT (-73.98075807713306 40.60523661344617),3,Brooklyn,,
POINT (-73.9728230440865 40.688045139099486),3,Brooklyn,,
POINT (-73.93806498164724 40.709284415598134),3,Brooklyn,,
POINT (-73.93806498164724 40.709284415598134),3,Brooklyn,,
POINT (-73.9418469915396 40.72775588005878),3,Brooklyn,,
POINT (-73.9418469915396 40.72775588005878),3,Brooklyn,,
POINT (-73.95846057435615 40.735226061610234),3,Brooklyn,,
POINT (-73.997455740053 40.744851134571746),1,Manhattan,,
POINT (-73.94091520212935 40.82240494557474),1,Manhattan,,
POINT (-73.9688916136299 40.798610908647966),1,Manhattan,,
POINT (-73.9688916136299 40.798610908647966),1,Manhattan,,
POINT (-73.96893135600045 40.79858621686645),1,Manhattan,,
POINT (-73.87310000046764 40.67522615123833),3,Brooklyn,,
POINT (-73.87305309235188 40.67524805856901),3,Brooklyn,,
POINT (-73.96890244257969 40.79862463518106),1,Manhattan,,
POINT (-73.96879041925365 40.79874811830434),1,Manhattan,,
POINT (-73.87299542639383 40.67523975971079),3,Brooklyn,,
POINT (-73.87294490790185 40.67526440778416),3,Brooklyn,,
POINT (-73.96868922446066 40.7988853269684),1,Manhattan,,
POINT (-73.87289081565694 40.67527258235355),3,Brooklyn,,
POINT (-73.99371891869549 40.685580627285226),3,Brooklyn,,
POINT (-73.98135058306396 40.778972297345334),1,Manhattan,,
POINT (-73.99148921467557 40.75304666587588),1,Manhattan,,
POINT (-73.99744491290855 40.74486485805307),1,Manhattan,,
POINT (-73.98329142778958 40.728301835074966),1,Manhattan,,
POINT (-73.98155748783942 40.72288067517193),1,Manhattan,,
POINT (-73.93656947327726 40.66993182541516),3,Brooklyn,,
POINT (-73.90956645487978 40.664064644180385),3,Brooklyn,,
POINT (-73.94213563676236 40.72774504646863),3,Brooklyn,,
POINT (-73.94213563676236 40.72774504646863),3,Brooklyn,,
POINT (-73.94213563676236 40.72774504646863),3,Brooklyn,,
POINT (-73.98135058306396 40.778972297345334),1,Manhattan,,
POINT (-73.98794606283982 40.66660554124422),3,Brooklyn,,
POINT (-73.98203598208042 40.67427367547504),3,Brooklyn,,
POINT (-73.98203598208042 40.67427367547504),3,Brooklyn,,
POINT (-73.95368960078673 40.69992387842077),3,Brooklyn,,
POINT (-73.9742680974107 40.59687194619186),3,Brooklyn,,
POINT (-74.11363915608335 40.56660108799042),5,Staten Island,,
POINT (-74.11363915608335 40.56660108799042),5,Staten Island,,
POINT (-73.94275124429048 40.82171420335362),1,Manhattan,,
POINT (-74.00307780377142 40.732499737575246),1,Manhattan,,
POINT (-73.99277972535367 40.734758484892446),1,Manhattan,,
POINT (-73.99029242432304 40.74271808248609),1,Manhattan,,
POINT (-73.96785411396169 40.71075405766139),3,Brooklyn,,
POINT (-74.01247178289019 40.70359129202132),1,Manhattan,,
POINT (-73.97774774146384 40.77697897878685),1,Manhattan,,
POINT (-73.99080874979919 40.714578887970845),1,Manhattan,,
POINT (-73.99060894273448 40.72458077448548),1,Manhattan,,
POINT (-73.99604288333387 40.71412630127963),1,Manhattan,,
POINT (-73.99202133066882 40.74013540427383),1,Manhattan,,
POINT (-74.21500828513233 40.55084081404967),5,Staten Island,,
POINT (-73.97774774146384 40.77697897878685),1,Manhattan,,
POINT (-73.99277972535367 40.734758484892446),1,Manhattan,,
POINT (-73.99080874979919 40.714578887970845),1,Manhattan,,
POINT (-73.99080874979919 40.714578887970845),1,Manhattan,,
POINT (-73.99065339899568 40.742012711932745),1,Manhattan,,
POINT (-73.99065339899568 40.742012711932745),1,Manhattan,,
POINT (-73.99029242432304 40.74271808248609),1,Manhattan,,
POINT (-73.97774774146384 40.77697897878685),1,Manhattan,,
POINT (-73.96265841061546 40.72000233470276),3,Brooklyn,,
POINT (-73.96265841061546 40.72000233470276),3,Brooklyn,,
POINT (-73.96265841061546 40.72000233470276),3,Brooklyn,,
POINT (-73.96265841061546 40.72000233470276),3,Brooklyn,,
POINT (-73.96265841061546 40.72000233470276),3,Brooklyn,,
POINT (-73.96265841061546 40.72000233470276),3,Brooklyn,,
POINT (-73.91291322009859 40.657180570609924),3,Brooklyn,,
POINT (-73.98967589912782 40.715728846275475),1,Manhattan,,
POINT (-73.95511017106908 40.786169991785435),1,Manhattan,,
POINT (-73.95511017106908 40.786169991785435),1,Manhattan,,
POINT (-73.88074369815943 40.882407080016606),2,Bronx,,
POINT (-73.94760530481308 40.801155795431),1,Manhattan,,
POINT (-73.94760530481308 40.801155795431),1,Manhattan,,
POINT (-73.94760530481308 40.801155795431),1,Manhattan,,
POINT (-73.9858751756907 40.74328578856445),1,Manhattan,,
POINT (-73.92449691248596 40.832331234969026),2,Bronx,,
POINT (-73.92449691248596 40.832331234969026),2,Bronx,,
POINT (-73.92449691248596 40.832331234969026),2,Bronx,,
POINT (-73.95181107378708 40.79911280807676),1,Manhattan,,
POINT (-73.95181107378708 40.79911280807676),1,Manhattan,,
POINT (-73.98190614758782 40.67446304513595),3,Brooklyn,,
POINT (-73.99325769275772 40.68262173766986),3,Brooklyn,,
POINT (-73.99472856778151 40.68481488736217),3,Brooklyn,,
POINT (-73.92252506044179 40.809587188594286),2,Bronx,,
POINT (-73.99656427889398 40.74615486750844),1,Manhattan,,
POINT (-73.97853459751208 40.77778608081559),1,Manhattan,,
POINT (-73.97853459751208 40.77778608081559),1,Manhattan,,
POINT (-73.96904006552576 40.68909817506783),3,Brooklyn,,
POINT (-73.96904006552576 40.68909817506783),3,Brooklyn,,
POINT (-73.96904006552576 40.68909817506783),3,Brooklyn,,
POINT (-73.91854896639478 40.66105484138744),3,Brooklyn,,
POINT (-73.99449638846116 40.74569915889066),1,Manhattan,,
POINT (-73.99449638846116 40.74569915889066),1,Manhattan,,
POINT (-73.99449638846116 40.74569915889066),1,Manhattan,,
